Date,Time,Polinka,Parking Wrońskiego,D20 - D21,GEO LO1 Geocentrum,Architecture
2025-01-04,14:20,61,187,62,265,84
2025-01-04,14:30,61,187,62,265,84
2025-01-04,14:40,61,187,62,265,84
2025-01-04,15:10,61,186,61,264,84
2025-01-04,15:20,61,186,61,264,84
2025-01-04,15:30,61,186,61,264,84
2025-01-04,15:40,61,185,62,264,84
2025-01-04,15:50,61,185,62,264,84
2025-01-04,16:00,61,185,62,263,84
2025-01-04,16:10,61,185,61,263,84
2025-01-04,16:20,61,185,60,264,84
2025-01-04,16:40,61,185,60,265,84
2025-01-04,16:50,61,185,60,266,84
2025-01-04,17:00,61,187,60,266,84
2025-01-04,17:10,61,188,60,266,84
2025-01-04,18:00,61,189,61,266,84
2025-01-04,18:10,61,188,61,267,84
2025-01-04,18:20,61,188,61,267,84
2025-01-04,18:30,61,188,62,267,84
2025-01-04,18:50,61,187,61,267,84
2025-01-04,19:00,61,187,61,267,84
2025-01-04,19:10,61,187,61,267,84
2025-01-04,19:20,61,187,60,267,84
2025-01-04,19:40,61,188,59,267,84
2025-01-04,20:10,61,188,61,267,84
2025-01-04,20:20,61,188,61,267,84
2025-01-04,20:30,61,188,61,267,84
2025-01-04,20:50,61,188,63,267,84
2025-01-05,05:00,61,192,69,267,84
2025-01-05,05:20,61,192,69,267,84
2025-01-05,05:40,61,192,69,267,84
2025-01-05,06:10,61,192,68,267,84
2025-01-05,06:20,61,192,68,267,84
2025-01-05,06:30,61,192,68,267,84
2025-01-05,06:40,61,192,68,267,84
2025-01-05,06:50,61,192,68,267,84
2025-01-05,07:00,61,192,68,267,84
2025-01-05,07:10,61,192,68,267,84
2025-01-05,07:20,61,192,68,267,84
2025-01-05,07:30,61,192,68,267,84
2025-01-05,07:40,61,192,68,267,84
2025-01-05,07:50,61,192,68,267,84
2025-01-05,08:00,61,192,68,267,84
2025-01-05,08:10,61,192,68,267,84
2025-01-05,08:20,61,192,68,267,84
2025-01-05,08:30,61,192,68,267,84
2025-01-05,08:40,61,192,68,267,84
2025-01-05,08:50,61,192,68,267,84
2025-01-05,09:00,61,192,68,267,84
2025-01-05,09:30,61,192,68,267,84
2025-01-05,09:40,61,192,68,267,84
2025-01-05,10:00,61,191,68,267,84
2025-01-05,10:10,61,191,68,267,84
2025-01-05,10:20,61,191,68,267,84
2025-01-05,10:30,61,191,68,267,84
2025-01-05,10:50,61,191,68,267,84
2025-01-05,11:00,61,192,68,267,84
2025-01-05,11:10,61,192,68,267,84
2025-01-05,11:20,61,192,68,267,84
2025-01-05,11:40,61,192,68,267,84
2025-01-05,12:00,61,192,68,267,84
2025-01-05,12:10,61,191,68,267,84
2025-01-05,12:30,61,190,67,267,84
2025-01-05,12:40,61,190,67,267,84
2025-01-05,12:50,61,190,67,266,84
2025-01-05,13:10,61,190,68,266,84
2025-01-05,13:20,61,190,68,266,84
2025-01-05,13:30,61,190,68,266,84
2025-01-05,14:00,61,190,68,266,84
2025-01-05,14:30,61,189,68,266,84
2025-01-05,14:40,61,189,68,266,84
2025-01-05,15:10,61,188,68,266,84
2025-01-05,15:20,61,188,68,266,84
2025-01-05,15:40,61,188,66,266,84
2025-01-05,15:50,61,188,66,266,84
2025-01-05,16:10,61,189,66,266,84
2025-01-05,16:20,61,189,66,266,84
2025-01-05,16:30,61,189,66,266,84
2025-01-05,16:40,61,189,66,266,84
2025-01-05,16:50,61,189,65,266,84
2025-01-05,17:00,61,189,64,266,84
2025-01-05,17:10,61,189,63,266,84
2025-01-05,17:30,61,189,64,266,84
2025-01-05,17:40,61,188,64,265,84
2025-01-05,17:50,61,187,64,265,84
2025-01-05,18:10,61,188,64,265,84
2025-01-05,18:20,61,188,64,265,84
2025-01-05,18:30,61,188,64,266,84
2025-01-05,18:50,61,188,65,266,84
2025-01-05,19:00,61,187,65,266,84
2025-01-05,19:10,61,187,66,266,84
2025-01-05,19:20,61,187,66,266,84
2025-01-05,19:30,61,186,66,266,84
2025-01-05,19:40,61,186,66,266,84
2025-01-05,20:00,61,186,67,266,84
2025-01-05,20:10,61,186,67,266,84
2025-01-05,20:20,61,186,67,266,84
2025-01-05,20:30,61,186,67,266,84
2025-01-05,20:40,61,186,67,266,84
2025-01-05,20:50,61,186,67,266,84
2025-01-06,05:00,61,192,69,267,84
2025-01-06,05:10,61,192,69,267,84
2025-01-06,05:30,61,192,69,267,84
2025-01-06,06:00,61,190,68,267,84
2025-01-06,06:10,61,190,68,267,84
2025-01-06,06:20,61,190,68,267,84
2025-01-06,06:30,61,190,68,267,84
2025-01-06,06:40,61,190,68,267,84
2025-01-06,06:50,61,190,68,267,83
2025-01-06,07:00,61,189,68,267,83
2025-01-06,07:20,61,188,68,266,83
2025-01-06,07:30,61,188,68,266,83
2025-01-06,07:40,61,188,68,266,83
2025-01-06,07:50,61,188,68,266,83
2025-01-06,08:00,61,188,68,266,83
2025-01-06,08:10,61,188,68,266,83
2025-01-06,08:40,61,188,68,266,83
2025-01-06,09:00,61,188,68,266,83
2025-01-06,09:10,61,188,68,266,83
2025-01-06,09:20,61,188,68,266,83
2025-01-06,09:40,61,188,68,266,83
2025-01-06,09:50,61,188,67,266,83
2025-01-06,10:10,61,188,67,266,83
2025-01-06,10:20,61,188,67,266,83
2025-01-06,10:30,61,188,67,266,83
2025-01-06,10:40,61,188,67,266,83
2025-01-06,10:50,61,188,67,266,83
2025-01-06,11:00,61,188,67,266,83
2025-01-06,11:10,61,188,67,266,83
2025-01-06,11:20,61,188,67,266,83
2025-01-06,11:30,61,188,67,266,83
2025-01-06,11:40,61,188,67,266,83
2025-01-06,11:50,61,187,67,266,83
2025-01-06,12:10,61,187,67,266,83
2025-01-06,12:20,61,185,67,266,83
2025-01-06,12:40,61,184,67,266,83
2025-01-06,13:00,61,185,66,265,83
2025-01-06,13:10,61,185,66,265,83
2025-01-06,13:20,60,185,66,265,83
2025-01-06,13:30,60,186,66,265,83
2025-01-06,13:40,60,186,66,265,83
2025-01-06,13:50,60,186,66,265,83
2025-01-06,14:00,60,186,65,265,83
2025-01-06,14:10,60,186,65,265,83
2025-01-06,14:20,60,187,65,265,83
2025-01-06,14:30,60,187,64,265,83
2025-01-06,14:40,60,187,65,265,83
2025-01-06,14:50,60,188,65,264,83
2025-01-06,15:00,60,189,65,264,83
2025-01-06,15:10,60,188,65,264,83
2025-01-06,15:30,60,189,66,264,83
2025-01-06,15:40,60,189,66,264,83
2025-01-06,15:50,60,189,66,265,83
2025-01-06,16:00,60,189,66,265,83
2025-01-06,16:40,60,188,64,265,83
2025-01-06,16:50,60,188,64,265,83
2025-01-06,17:10,60,189,64,265,83
2025-01-06,17:20,59,189,63,265,83
2025-01-06,17:40,59,189,65,265,83
2025-01-06,18:00,59,188,65,265,84
2025-01-06,18:40,59,189,68,265,84
2025-01-06,18:50,59,189,68,265,84
2025-01-06,19:10,59,189,68,266,84
2025-01-06,19:20,59,189,68,267,84
2025-01-06,19:40,59,189,67,267,84
2025-01-06,19:50,59,189,67,267,84
2025-01-06,20:00,59,189,67,267,84
2025-01-06,20:10,59,189,67,267,84
2025-01-06,20:20,59,189,67,267,84
2025-01-06,20:30,59,189,67,267,84
2025-01-06,20:40,59,189,68,267,84
2025-01-06,20:50,59,189,68,267,84
2025-01-07,05:00,61,192,69,267,84
2025-01-07,05:10,61,192,69,267,84
2025-01-07,05:20,58,192,67,267,84
2025-01-07,05:30,57,192,67,267,84
2025-01-07,05:40,57,188,66,266,84
2025-01-07,05:50,55,187,61,264,83
2025-01-07,06:00,53,185,57,264,83
2025-01-07,06:30,50,175,29,262,83
2025-01-07,06:40,48,163,23,261,83
2025-01-07,06:50,47,150,11,258,83
2025-01-07,07:00,33,121,-20,252,83
2025-01-07,07:10,16,88,0,249,80
2025-01-07,07:20,0,49,0,240,80
2025-01-07,07:30,0,24,0,228,77
2025-01-07,07:50,0,3,0,214,73
2025-01-07,08:00,0,0,0,206,70
2025-01-07,08:10,0,0,0,201,64
2025-01-07,08:20,0,0,-10,193,62
2025-01-07,08:40,0,0,-10,179,57
2025-01-07,08:50,0,0,-10,164,56
2025-01-07,09:10,1,0,-10,126,53
2025-01-07,09:20,0,0,-8,117,51
2025-01-07,09:30,0,0,-7,114,51
2025-01-07,09:40,0,0,-7,111,49
2025-01-07,09:50,0,0,-7,108,47
2025-01-07,10:00,0,0,-5,103,45
2025-01-07,10:10,0,0,-5,96,42
2025-01-07,10:20,0,0,-5,93,40
2025-01-07,10:30,0,0,-5,89,40
2025-01-07,10:40,0,0,-5,81,40
2025-01-07,10:50,0,0,-5,75,37
2025-01-07,11:00,0,0,-5,60,38
2025-01-07,11:10,0,0,-4,56,36
2025-01-07,11:20,0,0,-4,58,33
2025-01-07,11:30,0,0,-3,56,32
2025-01-07,11:40,0,1,-3,53,32
2025-01-07,12:00,1,0,-3,51,31
2025-01-07,12:10,0,0,-3,53,28
2025-01-07,12:20,0,0,-3,52,29
2025-01-07,12:30,0,0,-3,50,28
2025-01-07,12:50,0,0,-2,51,28
2025-01-07,13:00,0,0,-2,43,29
2025-01-07,13:10,0,0,-2,52,29
2025-01-07,13:20,0,1,-2,55,27
2025-01-07,13:40,0,2,-1,58,26
2025-01-07,13:50,1,3,2,59,25
2025-01-07,14:00,5,5,5,61,24
2025-01-07,14:20,2,13,10,66,27
2025-01-07,14:30,4,11,14,69,32
2025-01-07,14:40,2,18,16,70,36
2025-01-07,15:00,0,25,9,85,41
2025-01-07,15:30,5,43,8,110,47
2025-01-07,15:40,8,49,8,123,53
2025-01-07,15:50,10,52,8,132,53
2025-01-07,16:00,9,59,10,138,52
2025-01-07,16:30,8,72,13,149,52
2025-01-07,16:40,8,74,13,154,54
2025-01-07,16:50,8,84,14,164,58
2025-01-07,17:00,13,85,15,177,59
2025-01-07,17:10,13,78,14,179,62
2025-01-07,17:20,14,79,11,186,63
2025-01-07,17:30,14,79,11,188,64
2025-01-07,17:50,16,83,13,190,65
2025-01-07,18:10,18,87,12,191,67
2025-01-07,18:20,18,88,13,196,67
2025-01-07,18:30,20,92,16,198,67
2025-01-07,18:40,21,105,20,204,68
2025-01-07,18:50,21,110,19,207,69
2025-01-07,19:00,23,109,17,211,70
2025-01-07,19:40,24,122,23,219,75
2025-01-07,19:50,24,123,25,220,75
2025-01-07,20:00,24,123,26,223,75
2025-01-07,20:10,25,126,28,223,75
2025-01-07,20:20,25,130,28,224,77
2025-01-07,20:30,26,134,34,226,77
2025-01-07,20:50,27,137,42,228,82
